age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income,workclass_Self-emp-not-inc,workclass_State-gov,education_9th,education_Bachelors,education_HS-grad,education_Masters,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,occupation_Exec-managerial,occupation_Handlers-cleaners,occupation_Other-service,occupation_Prof-specialty,relationship_Not-in-family,relationship_Wife,race_White,sex_Male,native-country_Jamaica,native-country_United-States
-0.3463936865815845,-1.1572459922736467,0.6523280730534422,0.0070880611805211645,0.0,0.3156923226363234,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True
0.9675134004520125,-1.092394002249376,0.6523280730534422,-0.49980157718964213,0.0,-2.0520000971361014,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True
-0.46583978540282056,0.3885702945343769,-0.6523280730534422,-0.49980157718964213,0.0,0.3156923226363234,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True
1.3258516969157208,0.6020390969007205,-1.3046561461068844,-0.49980157718964213,0.0,0.3156923226363234,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
-1.6603007736151814,1.7624140997715696,0.6523280730534422,-0.49980157718964213,0.0,0.3156923226363234,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
-0.5852858842240567,1.1600347957100658,0.9784921095801632,-0.49980157718964213,0.0,0.3156923226363234,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True
0.8480673016307764,-0.23207276236916458,-1.9569842191603264,-0.49980157718964213,0.0,-1.7889231616058319,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1.2064055980944846,0.3213793802797228,-0.6523280730534422,-0.49980157718964213,0.0,0.7541538818534391,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True
-1.301962477151473,-1.5123931714660932,0.9784921095801632,2.784022556575482,0.0,1.192615441070555,1,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True
0.011944609882123779,-0.24033173883817435,0.6523280730534422,0.707500422571492,0.0,0.3156923226363234,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True
